"","Vpn.Nr","sz1_1","sz1_2","sz1_3","sz1_4","sz1_5","sz1_6","sz1_7","sz1_8","sz1_9","sz2_1","sz2_2","sz2_3","sz2_4","sz2_5","sz2_6","sz2_7","sz2_8","sz2_9","uni_1","uni_2","uni_3","uni_4","uni_5","uni_6","uni_7","bf_1","bf_2","bf_3","bf_4","bf_5","bf_6","bf_7","bf_8","bf_9","bf_10","bf_11","bf_12","bf_13","bf_14","bf_15","bf_16","bf_17","bf_18","bf_19","bf_20","int_stat","int_it","sw_stat","sw_r","lezu_1","lezu_2","lezu_3","lezu_4","lezu_5","prok_1","prok_2","prok_3","prok_4","prok_5","prok_6","prok_7","prok_8","prok_9","prok_10","berufswunsch","berufswunsch_sonst","nebenjob","abi","geschl","alter","groesse","anz.geschw","bland","erq_1","erq_2","erq_3","erq_4","erq_5","erq_6","erq_7","erq_8","erq_9","erq_10","ros_1","ros_2","ros_3","ros_4","ros_5","ros_6","ros_7","ros_8","ros_9","ros_10","uni_1.f","uni_2.f","uni_3.f","uni_4.f","uni_5.f","uni_6.f","uni_7.f","berufswunsch.f","nebenjob.f","geschl.f","bland.f","prok_2.r","prok_3.r","prok_5.r","prok_7.r","prok_8.r","ros_2.r","ros_5.r","ros_6.r","ros_8.r","ros_9.r","SZ1_INH","SZ1_BED","SZ1_BEL","SZ2_INH","SZ2_BED","SZ2_BEL","BF_EXT","BF_VER","BF_GEW","BF_NEU","BF_OFF","LEZU","PROK","REAP","SUPP","SW"
"267",267,3,4,2,5,1,1,4,3,4,4,2,4,5,2,2,5,2,4,1,2,2,2,2,2,1,4,5,5,3,4,4,5,5,4,3,5,4,5,3,5,4,5,4,2,5,2,3,3,3,7,7,7,7,7,1,3,3,1,4,1,3,3,2,2,5,"Gesundheit",1,1.6,1,18,176,2,2,5,6,5,1,4,3,5,5,5,5,4,1,4,4,1,2,4,2,1,4,"nein","ja","ja","ja","ja","ja","nein","sonstiges","ja","weiblich","BY",2,2,1,2,2,4,4,3,3,4,4,2.66666666666667,2.33333333333333,4.66666666666667,2,3.33333333333333,4.25,5,5,3,3.75,7,1.6,4.83333333333333,3.75,3.8
"268",268,5,5,2,4,3,3,4,5,5,5,5,4,5,4,2,5,5,4,1,2,1,1,2,1,2,3,4,3,1,4,4,4,2,4,4,5,1,3,4,4,1,3,2,4,4,2,1,2,4,4,5,6,2,1,1,2,3,4,2,1,3,2,4,3,1,NA,2,1.6,2,20,178,1,10,4,7,4,2,6,6,5,4,7,5,3,4,4,3,2,2,4,1,2,4,"nein","ja","nein","nein","ja","nein","ja","klinische Psychologie","nein","m‰nnlich","NW",3,2,3,2,3,1,3,3,4,3,4.33333333333333,4.33333333333333,3.33333333333333,5,4.66666666666667,3.33333333333333,2.75,3.25,4,2.5,3.5,3.6,2.6,4.66666666666667,5.5,3.2
"269",269,5,4,2,4,1,4,5,3,2,5,4,5,5,2,4,5,3,5,1,2,2,2,2,2,2,4,5,5,5,3,2,4,5,3,4,5,1,4,5,3,4,5,4,5,2,4,1,3,4,6,6,6,6,6,4,1,1,4,1,3,1,4,4,4,1,NA,1,1.6,1,21,183,1,11,7,5,7,5,7,7,7,7,2,7,4,1,4,3,1,1,4,1,1,4,"nein","ja","ja","ja","ja","ja","ja","klinische Psychologie","ja","weiblich","RP",4,4,4,4,1,4,4,4,4,4,4.66666666666667,2.66666666666667,2.66666666666667,5,3,4.66666666666667,3.5,4.5,4,3.75,3.75,6,3.6,7,4.75,3.9
"270",270,3,5,5,3,5,3,4,5,4,4,5,5,4,4,3,4,5,5,1,2,2,2,2,1,2,2,5,4,5,4,3,4,5,4,4,5,2,1,3,4,3,4,3,5,4,2,1,2,2,5,4,4,5,5,4,3,1,4,2,3,2,2,3,4,3,NA,1,1.4,1,20,167,2,1,3,3,5,2,1,4,5,5,5,5,3,3,4,4,1,3,4,2,1,3,"nein","ja","ja","ja","ja","nein","ja","Wirtschaftspsychologie","ja","weiblich","BW",2,4,3,3,3,2,4,2,3,4,3.33333333333333,5,4,4,4.66666666666667,4.33333333333333,2.25,4.5,4.25,4,3.5,4.6,3.3,4,3.5,3.3
"271",271,2,4,2,2,4,2,2,4,4,5,2,4,5,1,2,5,2,2,2,2,1,1,2,2,1,3,5,3,4,4,4,4,5,4,5,4,5,4,4,4,5,4,4,5,3,4,4,5,5,6,6,6,6,2,2,3,2,3,3,2,2,3,3,2,3,NA,1,1.7,1,24,177,2,10,3,2,3,2,5,2,5,5,2,5,2,3,2,2,3,3,2,3,3,2,"ja","ja","nein","nein","ja","ja","nein","Wirtschaftspsychologie","ja","weiblich","NW",2,3,2,3,2,2,2,2,2,2,2,4,2.66666666666667,5,1.66666666666667,2.66666666666667,4,4.5,3.5,4.75,4,5.2,2.4,4.33333333333333,2,2
"272",272,3,2,3,5,2,3,3,3,4,4,3,3,5,2,3,5,2,4,1,2,2,2,2,2,2,4,4,3,3,3,4,3,4,3,3,4,4,4,3,4,4,4,3,2,3,1,1,2,2,5,7,7,6,5,4,1,1,4,3,2,2,2,3,3,1,NA,2,1.5,1,24,184,2,10,4,3,3,1,4,3,5,4,3,5,3,3,3,3,2,2,4,2,2,4,"nein","ja","ja","ja","ja","ja","ja","klinische Psychologie","nein","weiblich","NW",4,4,2,3,3,2,3,3,3,3,3.66666666666667,2.33333333333333,3.33333333333333,4.66666666666667,2.33333333333333,3.33333333333333,4,4,3.25,3,3,6,3.2,4.16666666666667,2.5,3.1
"273",273,5,3,1,4,1,2,5,2,3,5,2,1,3,1,2,5,2,2,1,2,2,2,2,2,1,3,4,4,2,4,3,4,5,4,2,4,2,4,4,4,3,5,4,3,4,3,3,3,3,5,6,5,6,6,2,2,2,3,4,2,3,3,2,1,5,"Forensische Psychologie",2,2.1,1,24,175,2,17,6,5,6,2,6,4,6,5,6,6,3,1,4,3,1,1,3,1,1,3,"nein","ja","ja","ja","ja","ja","nein","sonstiges","nein","weiblich","Ausland",3,3,1,2,2,4,4,4,4,4,4.66666666666667,2,2,4.33333333333333,1.66666666666667,1.66666666666667,3.25,4.5,4,2.25,4,5.6,2.1,5.83333333333333,4.25,3.6
"274",274,3,3,3,3,4,3,3,3,4,4,3,2,4,3,3,5,3,3,1,2,2,2,2,1,2,4,3,3,5,4,4,3,3,4,5,3,4,4,4,4,4,3,3,5,3,3,2,3,2,4,5,4,4,3,3,2,2,3,2,3,2,2,4,3,1,NA,1,1.6,1,29,162,1,11,5,2,5,2,5,2,5,5,3,5,2,3,3,3,3,3,2,3,3,2,"nein","ja","ja","ja","ja","nein","ja","klinische Psychologie","ja","weiblich","RP",3,3,3,3,3,2,2,2,2,2,3,3.33333333333333,3.33333333333333,4.33333333333333,3,2.66666666666667,4,3.25,3,4.75,3.75,4,3.1,5,2.25,2.2
"275",275,3,5,4,3,5,4,3,2,5,3,5,4,3,5,4,3,2,5,1,2,2,1,2,1,1,4,4,3,5,3,4,3,4,4,4,3,4,4,2,4,3,4,3,5,3,1,1,2,2,4,5,4,4,3,3,3,3,3,3,3,2,2,4,4,2,NA,2,2.5,1,22,168,0,11,4,2,4,7,2,2,6,5,6,3,2,4,3,2,3,3,2,3,3,2,"nein","ja","ja","nein","ja","nein","nein","p‰dagogische Psychologie","nein","weiblich","RP",2,2,2,3,3,1,2,2,2,2,3,4,4.33333333333333,3,4,4.33333333333333,3.75,4,3,4.5,3,4,2.9,4,4.25,2
"276",276,5,3,3,4,2,2,4,2,3,4,3,2,4,2,3,5,1,4,2,2,2,2,2,1,2,5,5,2,4,4,5,4,4,4,5,5,3,4,3,5,5,5,4,5,5,1,1,1,3,4,4,5,6,6,1,3,2,1,4,1,3,3,2,1,1,NA,1,1.6,1,22,160,1,1,7,5,7,6,7,4,5,4,3,5,3,4,3,3,1,3,3,1,3,2,"ja","ja","ja","ja","ja","nein","ja","klinische Psychologie","ja","weiblich","BW",2,3,1,2,2,1,4,2,4,2,4.33333333333333,2.33333333333333,2.66666666666667,4.33333333333333,2,3,4.75,4.75,4,4.25,3.75,5,1.6,5.83333333333333,4.5,2.7
"277",277,5,2,2,5,1,2,5,1,3,5,2,3,5,1,2,5,1,3,1,2,2,2,2,1,1,4,4,4,2,3,3,4,4,3,3,4,3,3,4,4,3,3,3,4,4,3,1,3,3,5,5,6,6,3,2,3,3,2,3,3,2,3,2,2,3,NA,1,2.3,2,20,167,1,1,5,5,5,2,5,5,6,6,6,5,3,2,3,3,1,1,4,2,2,3,"nein","ja","ja","ja","ja","nein","nein","Wirtschaftspsychologie","ja","m‰nnlich","BW",2,2,2,3,2,3,4,4,3,3,5,1.33333333333333,2.33333333333333,5,1.33333333333333,2.66666666666667,3.25,3.75,4,3,3.25,5,2.2,5.33333333333333,4.5,3.3
"278",278,5,1,1,5,1,1,4,3,4,2,4,2,3,1,4,4,4,5,1,2,2,2,2,1,1,5,5,4,4,4,4,4,4,4,2,4,5,3,3,4,5,4,3,5,4,1,3,2,2,5,4,5,6,6,2,4,2,3,2,1,3,3,2,1,1,NA,2,1.6,1,25,166,3,1,6,1,6,1,5,3,3,3,5,6,3,2,4,3,1,3,3,4,1,2,"nein","ja","ja","ja","ja","nein","nein","klinische Psychologie","nein","weiblich","BW",1,3,3,2,2,3,4,2,1,4,4.66666666666667,1.66666666666667,2,3,3,3.66666666666667,4.25,4.25,4,4,3.5,5.2,2,4.83333333333333,2.5,2.9
"279",279,4,1,4,5,1,1,4,1,4,3,2,5,4,1,4,5,1,5,1,2,2,2,2,2,2,3,4,4,4,4,2,5,4,4,4,5,4,2,3,4,1,4,3,5,5,5,3,5,4,4,5,5,4,4,1,2,3,3,3,4,1,2,2,1,4,NA,1,1.4,1,20,180,1,11,3,5,3,2,5,4,3,3,5,3,3,3,3,3,1,3,3,3,2,2,"nein","ja","ja","ja","ja","ja","ja","Forschung","ja","weiblich","RP",3,2,2,4,3,2,4,2,2,3,4.33333333333333,1,3,4,1.33333333333333,4.66666666666667,2,4,4.75,4.25,3.5,4.4,2.5,3.33333333333333,4,2.7
"280",280,4,1,4,5,2,5,4,1,4,5,1,2,5,1,2,5,1,2,2,1,1,1,1,1,1,3,4,4,5,4,3,4,4,4,4,3,4,3,4,3,3,3,5,5,5,3,1,4,2,4,3,5,2,1,4,3,1,4,2,3,2,2,4,3,1,NA,2,1.4,1,19,179,1,1,3,2,4,1,6,1,5,4,3,6,2,4,4,3,1,3,3,4,2,2,"ja","nein","nein","nein","nein","nein","nein","klinische Psychologie","nein","weiblich","BW",2,4,3,3,3,1,4,2,1,3,4.33333333333333,1.33333333333333,4.33333333333333,5,1,2,3,3.5,4,4.5,4.25,3,3.3,4.66666666666667,1.75,2.5
"281",281,4,1,2,4,1,2,4,1,3,4,2,2,5,2,2,5,2,4,1,2,2,2,2,1,1,3,5,4,4,4,3,4,5,4,4,5,2,3,3,5,3,5,3,3,4,5,4,4,4,6,6,6,7,6,2,3,4,1,4,2,3,3,2,2,1,NA,2,3.5,1,23,160,0,1,5,4,6,2,4,5,5,5,7,6,3,2,3,3,2,2,3,3,2,3,"nein","ja","ja","ja","ja","nein","nein","klinische Psychologie","nein","weiblich","BW",2,1,1,2,2,3,3,3,2,3,4,1,2.33333333333333,4.66666666666667,2,2.66666666666667,3,5,4.25,3.25,3.5,6.2,1.7,5.16666666666667,4.5,2.9
"282",282,4,3,3,5,2,1,4,2,3,4,3,2,4,1,2,4,3,4,1,2,1,1,2,2,1,4,2,5,1,3,4,5,4,3,2,5,3,3,3,2,4,4,3,3,4,2,4,1,4,5,6,6,4,7,1,3,4,2,3,2,4,3,2,2,2,NA,2,1.6,1,20,163,1,7,5,7,7,4,6,6,5,6,7,5,3,2,3,3,2,1,3,3,1,3,"nein","ja","nein","nein","ja","ja","nein","p‰dagogische Psychologie","nein","weiblich","HE",2,1,2,1,2,3,3,4,2,4,4.33333333333333,2.33333333333333,2.33333333333333,4,2.33333333333333,2.66666666666667,3.75,3,4.75,2.25,3,5.6,1.7,5.66666666666667,6,3.1
"283",283,4,1,2,4,1,1,4,2,2,4,2,4,5,1,1,4,1,2,2,2,2,1,2,2,2,4,4,4,3,3,5,5,4,4,3,5,2,4,3,5,2,4,3,4,5,2,1,3,2,6,7,6,7,6,2,3,3,2,4,2,3,3,2,3,3,NA,1,1.1,1,20,165,1,11,6,3,5,1,5,3,6,4,2,6,3,2,3,3,2,2,4,2,2,3,"ja","ja","ja","nein","ja","ja","ja","Wirtschaftspsychologie","ja","weiblich","RP",2,2,1,2,2,3,3,3,3,3,4,1.33333333333333,1.66666666666667,4.33333333333333,1.33333333333333,2.33333333333333,3.75,4.25,4.75,3,3.25,6.4,2,5.33333333333333,2.25,3.1
"284",284,5,2,2,5,4,3,5,2,3,4,4,3,4,2,4,4,1,4,1,2,2,1,2,2,1,4,3,3,3,4,4,4,4,4,2,3,2,4,4,4,4,4,4,2,3,4,4,4,3,6,7,7,6,6,2,3,1,3,3,2,4,4,3,4,5,"Bereich Umwelt",2,1.9,1,18,170,2,12,6,3,6,1,4,2,7,7,5,5,4,2,3,3,1,1,4,1,1,4,"nein","ja","ja","nein","ja","ja","nein","sonstiges","nein","weiblich","SL",2,4,2,1,1,3,4,4,4,4,5,2.66666666666667,2.66666666666667,4,2.33333333333333,3.66666666666667,4,3.75,3.25,2.25,4,6.4,2.4,5.83333333333333,2.75,3.7
"285",285,3,1,3,4,1,2,3,1,4,3,1,2,4,1,2,3,1,4,1,2,2,1,2,2,1,3,4,4,4,3,3,4,4,2,4,4,3,2,2,4,2,4,3,5,5,1,1,2,3,5,7,5,6,6,2,3,4,2,3,4,4,2,2,1,1,NA,2,1.7,1,26,170,1,2,3,3,5,2,2,2,4,2,5,5,3,3,4,3,1,3,4,2,2,3,"nein","ja","ja","nein","ja","ja","nein","klinische Psychologie","nein","weiblich","BY",2,1,2,1,3,2,4,2,3,3,3.33333333333333,1,3,3.33333333333333,1,2.66666666666667,2.5,4,4.25,4,2.5,5.8,2,3.5,3,3.1
"286",286,3,3,4,3,2,2,3,2,2,3,3,4,3,3,2,3,3,2,2,2,2,1,2,2,2,4,5,3,4,3,4,3,4,3,3,3,2,4,4,4,3,4,4,5,3,3,1,3,3,5,4,6,5,4,2,2,1,2,2,1,3,3,3,2,5,"Marketing ",1,2.9,1,21,160,1,9,4,2,4,2,5,2,4,4,2,4,3,3,3,2,2,2,3,2,2,3,"ja","ja","ja","nein","ja","ja","ja","sonstiges","ja","weiblich","NI",3,4,3,2,2,2,3,3,3,3,3,2.33333333333333,2.66666666666667,3,3,2.66666666666667,3.75,4.25,3,3.5,3.5,4.8,2.4,4.16666666666667,2,2.8
"287",287,4,2,1,4,1,2,5,3,3,4,2,2,5,2,1,4,3,3,1,2,2,2,2,2,2,5,4,3,3,3,5,3,3,3,2,3,3,4,3,3,3,3,3,4,4,1,1,2,2,5,5,5,5,5,2,3,3,1,4,1,4,4,2,2,1,NA,2,1.6,1,20,168,1,12,6,7,6,2,5,4,6,6,6,6,2,3,3,3,3,3,4,3,2,2,"nein","ja","ja","ja","ja","ja","ja","klinische Psychologie","nein","weiblich","SL",2,2,1,1,1,2,2,2,2,3,4.33333333333333,2,2,4.33333333333333,2.33333333333333,2,4.25,3.25,3.25,3,3,5,1.5,5.83333333333333,4.75,2.5
"288",288,4,2,2,4,5,3,4,2,4,4,2,3,3,4,4,4,2,4,1,2,2,2,2,1,1,2,4,4,5,3,2,3,4,3,5,4,4,3,3,2,4,4,3,5,3,1,1,2,2,3,3,2,5,4,3,3,1,4,2,4,1,2,4,3,5,"wei√ü ich noch nicht",2,1.7,1,18,162,4,1,3,2,2,2,3,1,4,3,1,4,1,3,3,3,2,3,2,3,3,2,"nein","ja","ja","ja","ja","nein","nein","sonstiges","nein","weiblich","BW",2,4,3,4,3,2,3,2,2,2,4,3,3,3.66666666666667,2.66666666666667,3.66666666666667,2.75,3.5,3.5,4.75,3,3.4,3.4,3.16666666666667,1.5,2.2
"289",289,5,3,4,5,2,2,5,3,2,3,3,5,3,5,2,4,4,2,1,2,2,1,1,2,1,2,5,3,5,5,2,3,5,5,5,4,5,5,4,4,5,5,5,3,3,3,1,5,4,2,3,1,1,4,3,1,1,4,2,4,2,4,3,3,5,"Umweltschutz",2,1.6,1,27,176,1,10,7,1,6,1,4,2,2,1,1,6,3,3,4,4,3,4,4,4,2,3,"nein","ja","ja","nein","nein","ja","nein","sonstiges","nein","weiblich","NW",4,4,3,3,1,2,2,1,1,3,5,2.66666666666667,2.66666666666667,3.33333333333333,4,3,3.5,4.75,3.25,4.5,4.75,2.2,3.2,4.33333333333333,1.25,2.7
"290",290,5,3,2,4,1,1,4,2,3,4,3,1,5,2,1,4,2,3,1,2,2,2,2,1,1,2,4,5,3,4,3,5,5,4,2,5,1,2,3,5,2,4,4,3,5,2,2,4,4,6,7,6,6,7,2,1,3,2,4,2,3,3,2,2,5,"Umweltschutz ",2,1.4,1,19,166,3,16,5,6,6,2,4,5,6,6,3,5,3,1,3,4,1,1,3,3,1,3,"nein","ja","ja","ja","ja","nein","nein","sonstiges","nein","weiblich","TH",4,2,1,2,2,4,4,4,2,4,4.33333333333333,2,2,4.33333333333333,2.33333333333333,1.66666666666667,2.25,4.5,5,2.25,3.75,6.4,2.1,5.33333333333333,4,3.4
"291",291,5,2,2,5,1,1,5,1,2,5,2,3,5,1,2,5,1,2,1,2,2,2,2,2,1,4,5,4,4,3,5,4,4,3,3,5,3,3,2,5,2,5,3,5,5,2,1,3,3,6,7,6,5,5,2,2,3,2,3,3,4,4,1,2,1,NA,2,1.5,1,18,182,4,10,5,3,6,1,7,1,5,4,2,6,2,3,3,3,1,1,3,2,3,2,"nein","ja","ja","ja","ja","ja","nein","klinische Psychologie","nein","weiblich","NW",3,2,2,1,1,2,4,4,3,2,5,1.33333333333333,1.66666666666667,5,1.33333333333333,2.33333333333333,3.5,4.75,4.5,3.75,2.75,5.8,1.9,5.5,1.75,2.8
"292",292,4,3,3,4,1,3,4,2,4,4,3,4,4,1,3,5,2,4,1,2,2,1,2,1,2,4,4,1,3,3,3,1,3,3,4,5,3,3,3,3,4,4,2,4,5,2,2,2,2,5,7,6,6,7,1,3,2,2,3,2,2,2,2,2,5,"Umweltbildung",1,2.2,1,19,168,2,1,6,1,6,1,7,1,6,5,1,7,3,2,3,3,1,1,4,2,2,3,"nein","ja","ja","nein","ja","nein","ja","sonstiges","ja","weiblich","BW",2,3,2,3,3,3,4,4,3,3,4,2,3.33333333333333,4.33333333333333,2,3.66666666666667,3.5,3.5,3,3.5,2.75,6.2,2.2,6.16666666666667,1,3.3
"293",293,4,3,1,4,3,2,4,3,3,5,3,2,4,3,2,4,3,3,1,2,2,2,1,1,1,3,5,3,2,3,4,3,5,4,2,5,3,4,4,5,3,5,4,3,4,2,2,3,2,4,6,5,5,2,2,2,1,2,2,1,3,4,2,1,2,NA,2,1.7,1,19,179,1,11,6,5,6,2,3,5,5,3,5,4,3,3,4,2,3,2,3,4,2,3,"nein","ja","ja","ja","nein","nein","nein","p‰dagogische Psychologie","nein","weiblich","RP",3,4,3,2,1,2,2,3,1,3,4,3,2,4.33333333333333,3,2.33333333333333,3.5,5,3.75,2.5,3.75,4.4,2.1,4.5,4.25,2.6
"294",294,5,2,2,5,3,3,5,2,2,5,2,3,5,3,2,5,2,2,1,2,1,1,2,1,1,2,4,4,3,3,2,3,4,3,3,4,2,2,2,4,4,4,3,5,4,4,5,4,4,3,1,3,3,2,3,2,2,3,3,3,3,2,3,3,5,"Rechtspsychologie",2,1.7,1,21,180,1,1,2,6,2,4,3,5,2,2,5,2,2,4,2,2,4,4,2,3,4,2,"nein","ja","nein","nein","ja","nein","nein","sonstiges","nein","weiblich","BW",3,3,2,2,3,1,1,1,2,1,5,2.33333333333333,2.33333333333333,5,2.33333333333333,2.33333333333333,2.5,4,3.75,3.25,2.75,2.4,2.8,2.16666666666667,5,1.6
"295",295,4,5,3,4,2,2,5,3,3,4,4,4,3,2,2,4,3,4,1,2,2,2,2,1,2,3,5,5,3,5,4,5,5,4,4,5,3,4,4,5,4,4,4,3,5,2,2,4,4,4,6,5,6,5,1,4,3,2,2,3,4,2,3,1,1,NA,2,1.7,2,24,163,1,1,6,6,7,5,5,6,6,6,4,4,3,1,3,4,1,1,4,1,1,4,"nein","ja","ja","ja","ja","nein","ja","klinische Psychologie","nein","m‰nnlich","BW",1,2,3,1,3,4,4,4,4,4,4.33333333333333,3.33333333333333,2.66666666666667,3.66666666666667,3,3.33333333333333,3.75,4.75,5,3.25,4.25,5.2,2,5.66666666666667,5.25,3.8
"296",296,4,2,2,4,4,2,3,1,2,2,3,3,2,5,3,2,2,3,1,1,2,1,2,1,1,3,4,2,4,4,3,2,4,4,3,4,2,3,4,4,3,4,3,3,2,1,1,1,1,2,5,4,5,4,3,2,1,4,2,2,2,3,4,2,5,"ich lasse mich √ºberraschen ",2,1.7,1,18,186,5,1,5,4,4,2,5,3,4,3,3,3,3,2,2,3,2,2,3,2,2,3,"nein","nein","ja","nein","ja","nein","nein","sonstiges","nein","weiblich","BW",3,4,3,3,2,3,3,3,3,3,3.66666666666667,2.33333333333333,2,2,3.33333333333333,3,3,4,2.5,3,3.75,4,3,4,3,2.9
"297",297,4,2,1,5,2,1,4,2,1,5,2,1,5,1,1,5,2,1,1,2,2,2,2,2,2,3,4,4,2,4,4,4,2,4,3,4,2,3,3,4,2,5,3,2,3,3,3,4,3,4,6,5,6,3,2,3,2,3,3,2,3,3,2,1,5,"Umweltbildung",2,1.7,2,20,169,3,12,6,5,4,2,5,4,6,4,4,5,3,1,3,3,2,2,4,1,1,3,"nein","ja","ja","ja","ja","ja","ja","sonstiges","nein","m‰nnlich","SL",2,3,2,2,2,4,3,3,4,4,4.33333333333333,2,1,5,1.66666666666667,1,3,3.75,3.75,2.25,3.5,4.8,2.1,5,3.75,3.4
"298",298,4,2,1,5,2,1,5,3,2,4,3,1,5,2,1,4,2,2,1,2,2,2,2,1,1,4,4,3,4,4,4,5,4,3,3,5,2,3,3,4,2,5,3,5,4,2,1,3,3,6,6,6,5,5,2,3,3,2,3,2,4,4,2,2,4,NA,1,1.2,1,21,187,3,11,5,3,5,1,3,3,5,3,5,5,3,2,4,3,2,2,4,2,2,3,"nein","ja","ja","ja","ja","nein","nein","Forschung","ja","weiblich","RP",2,2,2,1,1,3,3,3,3,3,4.66666666666667,2.33333333333333,1.33333333333333,4.33333333333333,2.33333333333333,1.33333333333333,3.25,4.25,4.25,3.5,3.25,5.6,1.8,4.33333333333333,3,3.2
"299",299,5,1,2,5,1,3,5,2,2,5,2,3,5,1,1,5,2,3,1,2,2,2,2,1,1,5,4,3,3,4,5,3,3,4,3,2,4,4,3,4,3,5,3,3,3,4,2,5,5,5,5,5,4,2,3,1,1,3,2,3,3,4,4,3,5,"Umweltschutz",1,2.6,1,18,166,4,11,5,2,6,2,2,1,5,5,1,5,3,2,4,2,1,2,4,1,1,4,"nein","ja","ja","ja","ja","nein","nein","sonstiges","ja","weiblich","RP",4,4,3,2,1,3,4,3,4,4,5,1.33333333333333,2.33333333333333,5,1.66666666666667,2.33333333333333,4.25,4,2.75,3.25,3.5,4.2,3,4.66666666666667,1.5,3.5
"300",300,5,4,1,5,1,1,5,2,3,5,4,3,5,1,1,5,2,3,1,2,2,2,1,2,1,3,5,5,3,5,4,5,5,5,5,5,2,4,5,5,3,4,4,1,5,4,3,5,5,5,4,6,3,1,1,4,3,1,4,1,4,4,1,1,5,"Strategien und rechtspsychologie",2,1.4,1,23,170,2,9,6,4,5,3,4,4,4,4,4,4,4,1,4,4,2,1,4,2,1,4,"nein","ja","ja","ja","nein","ja","nein","sonstiges","nein","weiblich","NI",1,2,1,1,1,4,3,4,3,4,5,2.33333333333333,1.66666666666667,5,2.33333333333333,2.33333333333333,3.5,4.75,5,2.75,4.75,3.8,1.1,4.5,3.75,3.8
"301",301,4,4,2,4,3,2,4,2,4,4,2,1,4,2,2,4,2,4,1,2,2,1,2,1,1,2,4,4,4,4,2,3,3,4,4,3,2,3,3,3,2,3,2,5,3,3,2,2,1,4,4,4,3,3,3,1,2,4,2,4,2,2,4,1,5,"Umweltpsychologie",2,1.5,2,21,160,1,1,3,5,5,2,3,6,4,2,5,4,3,3,4,4,3,3,4,4,2,3,"nein","ja","ja","nein","ja","nein","nein","sonstiges","nein","m‰nnlich","BW",4,3,3,3,3,2,2,2,1,3,4,3,2.66666666666667,4,2,2.33333333333333,2.25,3.25,3.25,3.75,3.25,3.6,3.2,3.5,4.5,2.8
"302",302,4,2,3,5,1,2,5,2,3,5,2,3,5,1,1,5,2,2,1,2,2,2,2,2,2,4,5,3,2,4,4,3,4,4,4,3,2,3,4,5,3,5,4,4,4,3,3,4,5,7,7,7,6,7,3,3,2,2,2,2,3,1,2,1,5,"Klinische oder Forschung",2,1.7,2,21,173,4,1,5,4,6,2,6,2,5,2,4,6,4,2,4,3,1,1,4,1,1,4,"nein","ja","ja","ja","ja","ja","ja","sonstiges","nein","m‰nnlich","BW",2,3,3,2,4,3,4,4,4,4,4.66666666666667,1.66666666666667,2.66666666666667,5,1.66666666666667,2,3.5,4.75,3.25,3,4,6.8,2.4,5,3,3.8
"303",303,5,2,1,5,1,1,5,2,3,5,3,3,5,1,1,4,3,3,1,2,2,2,2,2,1,3,5,3,3,3,2,2,5,3,2,5,3,2,3,5,1,4,2,4,3,3,1,4,4,7,7,7,7,7,3,2,1,3,2,3,2,4,3,1,5,"Ich wei√ü es noch nicht",2,1.5,1,27,165,1,1,7,1,7,1,6,1,7,5,2,7,4,2,4,3,1,1,4,2,2,4,"nein","ja","ja","ja","ja","ja","nein","sonstiges","nein","weiblich","BW",3,4,3,3,1,3,4,4,3,3,5,1.66666666666667,1.66666666666667,4.66666666666667,2.33333333333333,2.33333333333333,2,4.75,3.25,3,2.75,7,2.7,6.5,1.25,3.6
"304",304,3,4,1,4,3,2,4,2,4,3,4,2,4,3,2,4,2,2,1,2,2,2,1,1,1,3,3,5,2,3,4,5,4,3,2,4,3,3,3,4,2,4,3,5,5,3,1,4,1,5,6,5,4,4,1,3,4,3,3,2,3,3,2,1,3,NA,1,1.6,1,20,161,1,11,4,5,4,2,6,4,4,4,6,4,3,3,3,3,3,2,3,3,3,2,"nein","ja","ja","ja","nein","nein","nein","Wirtschaftspsychologie","ja","weiblich","RP",2,1,2,2,2,2,2,3,2,2,3.66666666666667,3,2.33333333333333,3.66666666666667,3,2,3,3.75,4.75,3,3,4.8,1.8,4.33333333333333,4.25,2.5
"305",305,3,3,2,4,2,2,4,3,3,3,3,2,4,3,2,3,3,2,1,2,2,2,2,2,1,3,3,3,2,3,4,2,3,3,2,3,2,4,4,2,3,3,3,3,3,2,2,3,3,5,6,5,6,5,3,2,2,3,3,2,3,3,3,2,3,NA,1,3.1,1,21,165,1,7,5,5,6,2,5,3,5,5,2,4,3,2,3,3,2,2,3,2,1,3,"nein","ja","ja","ja","ja","ja","nein","Wirtschaftspsychologie","ja","weiblich","HE",3,3,2,2,2,3,3,3,3,4,3.66666666666667,2.66666666666667,2.33333333333333,3.33333333333333,3,2,3.5,2.75,2.75,2.25,3.25,5.4,2.5,5,3,3.1
"306",306,3,2,3,3,2,3,4,2,3,3,3,3,3,1,3,4,2,3,1,1,1,2,2,1,2,3,4,2,4,4,4,3,4,4,3,4,4,3,4,4,4,4,4,2,2,2,2,4,3,6,6,6,6,5,4,2,2,4,2,2,2,3,3,3,3,NA,2,1.6,2,25,168,0,11,6,5,5,2,5,4,4,4,4,4,3,2,3,3,2,2,3,3,2,3,"nein","nein","nein","ja","ja","nein","ja","Wirtschaftspsychologie","nein","m‰nnlich","RP",3,3,3,3,2,3,3,3,2,3,3.33333333333333,2,3,3.33333333333333,2,3,3.5,4,2.75,3.25,4,5.8,3,4.66666666666667,3.75,2.9
